1,-1,1688.632,405.165,180.530,323.177,0.673817,-1,-1,-1
1,-1,1275.488,472.078,90.015,183.804,0.593071,-1,-1,-1
1,-1,26.750,503.899,87.067,388.278,0.462832,-1,-1,-1
1,-1,1314.973,486.201,57.458,163.678,0.451625,-1,-1,-1
1,-1,1262.157,487.901,72.376,167.098,0.386230,-1,-1,-1
1,-1,250.282,456.025,78.584,121.955,0.359844,-1,-1,-1
1,-1,1870.189,374.610,48.811,215.041,0.358861,-1,-1,-1
2,-1,1688.187,402.201,172.181,328.024,0.696479,-1,-1,-1
2,-1,1285.265,473.669,83.466,183.314,0.631761,-1,-1,-1
2,-1,35.653,429.871,74.032,472.561,0.485719,-1,-1,-1
2,-1,1313.618,490.090,61.374,158.927,0.441162,-1,-1,-1
2,-1,259.701,470.967,84.188,235.049,0.437188,-1,-1,-1
2,-1,1867.700,373.096,51.300,217.367,0.419136,-1,-1,-1
2,-1,322.747,497.649,52.887,200.962,0.391919,-1,-1,-1
2,-1,104.727,501.815,89.470,248.450,0.368625,-1,-1,-1
2,-1,267.988,462.110,63.605,116.018,0.363267,-1,-1,-1
3,-1,1693.060,400.757,158.465,330.030,0.700925,-1,-1,-1
3,-1,1288.343,471.467,77.379,185.578,0.645180,-1,-1,-1
3,-1,10.496,336.463,105.230,570.610,0.524539,-1,-1,-1
3,-1,1869.819,374.892,49.181,218.598,0.477002,-1,-1,-1
3,-1,1266.460,475.379,79.692,182.636,0.470191,-1,-1,-1
3,-1,1311.548,474.342,64.848,175.203,0.427216,-1,-1,-1
3,-1,263.917,472.528,80.523,235.070,0.402170,-1,-1,-1
3,-1,322.762,494.290,51.911,206.551,0.377532,-1,-1,-1
3,-1,105.138,507.048,86.429,237.820,0.356950,-1,-1,-1
4,-1,1697.275,398.913,148.421,332.349,0.656078,-1,-1,-1
4,-1,1289.992,470.554,74.611,186.008,0.603265,-1,-1,-1
4,-1,1.532,334.230,116.610,572.777,0.559217,-1,-1,-1
4,-1,1871.840,373.455,47.160,220.443,0.473985,-1,-1,-1
4,-1,1264.607,479.083,73.748,179.044,0.413228,-1,-1,-1
4,-1,1695.557,409.653,97.033,188.621,0.405616,-1,-1,-1
4,-1,267.054,474.464,78.511,235.695,0.404947,-1,-1,-1
4,-1,1331.677,482.488,46.989,166.985,0.403280,-1,-1,-1
4,-1,305.376,472.742,65.910,231.588,0.399412,-1,-1,-1
4,-1,104.913,501.272,90.900,248.386,0.382770,-1,-1,-1
4,-1,272.798,482.090,66.892,102.615,0.367519,-1,-1,-1
4,-1,59.379,496.740,70.003,263.916,0.353807,-1,-1,-1
5,-1,1694.995,394.676,152.746,340.788,0.666766,-1,-1,-1
5,-1,0.000,291.882,132.194,579.621,0.598318,-1,-1,-1
5,-1,1292.206,464.740,75.100,192.445,0.565561,-1,-1,-1
5,-1,1869.702,372.102,49.298,218.982,0.485450,-1,-1,-1
5,-1,1334.988,487.621,49.955,162.309,0.458381,-1,-1,-1
