1,-1,380.525,151.486,120.437,203.362,0.660772,-1,-1,-1
1,-1,476.228,148.592,67.119,189.532,0.471308,-1,-1,-1
2,-1,390.600,149.424,119.754,202.006,0.602390,-1,-1,-1
2,-1,497.017,146.731,54.844,192.272,0.524805,-1,-1,-1
4,-1,467.570,142.627,110.488,220.009,0.462602,-1,-1,-1
4,-1,505.331,144.079,79.219,195.314,0.461120,-1,-1,-1
5,-1,464.761,140.652,128.141,227.295,0.603493,-1,-1,-1
6,-1,511.434,144.366,97.881,220.319,0.624585,-1,-1,-1
6,-1,448.733,145.072,116.307,222.440,0.474228,-1,-1,-1
8,-1,487.011,142.788,121.945,221.479,0.591165,-1,-1,-1
9,-1,516.932,143.746,96.726,216.710,0.600852,-1,-1,-1
9,-1,567.207,143.928,68.082,196.998,0.452017,-1,-1,-1
10,-1,529.430,142.533,105.567,225.967,0.570673,-1,-1,-1
11,-1,535.822,151.058,118.166,217.942,0.604344,-1,-1,-1
11,-1,496.031,140.967,30.469,63.492,0.477221,-1,-1,-1
12,-1,525.083,151.725,129.166,217.275,0.677787,-1,-1,-1
12,-1,575.468,149.576,97.460,219.424,0.500253,-1,-1,-1
13,-1,548.487,147.617,136.792,221.383,0.641515,-1,-1,-1
14,-1,602.564,146.168,100.248,222.832,0.672337,-1,-1,-1
14,-1,570.065,157.199,112.496,198.115,0.501993,-1,-1,-1
14,-1,253.675,139.103,77.796,179.373,0.492674,-1,-1,-1
14,-1,635.271,157.130,65.807,198.294,0.472519,-1,-1,-1
15,-1,608.717,146.080,107.867,222.920,0.718990,-1,-1,-1
15,-1,240.635,141.645,104.568,181.879,0.492565,-1,-1,-1
15,-1,502.051,144.962,26.611,56.480,0.472518,-1,-1,-1
16,-1,589.153,148.576,137.781,220.424,0.764948,-1,-1,-1
17,-1,594.439,148.875,161.669,220.125,0.728099,-1,-1,-1
17,-1,504.037,143.985,28.573,59.844,0.461991,-1,-1,-1
18,-1,599.142,151.189,160.068,217.811,0.778422,-1,-1,-1
18,-1,506.731,145.658,28.015,62.177,0.553409,-1,-1,-1
18,-1,254.614,127.491,78.126,195.616,0.453039,-1,-1,-1
19,-1,628.220,151.717,115.914,217.283,0.656507,-1,-1,-1
19,-1,1138.159,171.328,84.841,197.672,0.583606,-1,-1,-1
19,-1,259.519,131.537,73.043,204.405,0.498865,-1,-1,-1
19,-1,505.808,144.117,28.071,59.354,0.494219,-1,-1,-1
19,-1,701.077,157.975,69.278,193.124,0.467412,-1,-1,-1
20,-1,1106.745,150.214,108.855,218.786,0.732579,-1,-1,-1
20,-1,704.795,146.767,74.817,220.449,0.597770,-1,-1,-1
20,-1,659.807,156.866,77.336,196.451,0.511624,-1,-1,-1
20,-1,260.928,134.745,83.580,201.308,0.502235,-1,-1,-1
20,-1,505.518,144.521,28.263,57.148,0.453624,-1,-1,-1
21,-1,1075.585,148.935,101.579,220.065,0.765410,-1,-1,-1
21,-1,695.517,142.267,105.290,224.865,0.741106,-1,-1,-1
21,-1,342.500,145.150,89.767,135.639,0.527818,-1,-1,-1
21,-1,668.886,156.844,91.481,197.719,0.473278,-1,-1,-1
21,-1,331.016,150.128,93.753,179.295,0.459374,-1,-1,-1
21,-1,509.115,144.227,29.810,59.855,0.454845,-1,-1,-1
22,-1,679.517,148.994,121.349,220.006,0.764873,-1,-1,-1
22,-1,1014.434,151.281,141.788,217.719,0.757456,-1,-1,-1
23,-1,964.333,156.937,171.010,212.063,0.832700,-1,-1,-1
23,-1,688.561,151.544,148.288,217.456,0.782938,-1,-1,-1
24,-1,947.348,155.476,138.299,213.524,0.780655,-1,-1,-1
24,-1,687.782,149.650,143.633,219.350,0.779152,-1,-1,-1
24,-1,389.731,147.545,93.389,177.124,0.462028,-1,-1,-1
25,-1,714.663,146.779,128.066,222.221,0.693352,-1,-1,-1
25,-1,940.996,151.656,110.597,217.344,0.612707,-1,-1,-1
25,-1,393.079,177.964,97.498,158.227,0.594391,-1,-1,-1
26,-1,917.092,150.125,103.345,218.875,0.734570,-1,-1,-1
26,-1,765.910,144.435,109.560,224.565,0.716882,-1,-1,-1
26,-1,336.428,138.278,80.792,197.031,0.510260,-1,-1,-1
26,-1,754.214,156.903,86.524,198.390,0.489915,-1,-1,-1
26,-1,406.340,189.320,85.339,146.183,0.454913,-1,-1,-1
27,-1,867.444,153.578,148.285,215.422,0.712165,-1,-1,-1
27,-1,777.920,150.193,112.875,218.807,0.669218,-1,-1,-1
27,-1,426.545,145.751,76.822,194.025,0.558813,-1,-1,-1
27,-1,336.488,141.488,87.269,199.599,0.557091,-1,-1,-1
28,-1,767.786,147.786,131.268,221.214,0.666146,-1,-1,-1
28,-1,799.914,148.324,192.770,220.676,0.639516,-1,-1,-1
28,-1,366.515,131.647,81.162,184.411,0.514644,-1,-1,-1
28,-1,440.190,149.206,78.150,190.311,0.505797,-1,-1,-1
29,-1,767.741,148.762,181.770,220.238,0.763518,-1,-1,-1
29,-1,455.752,175.064,102.341,161.594,0.600611,-1,-1,-1
29,-1,526.946,144.318,30.173,68.016,0.495276,-1,-1,-1
30,-1,794.707,150.067,121.760,218.933,0.648719,-1,-1,-1
30,-1,853.738,148.743,119.716,220.257,0.607092,-1,-1,-1
30,-1,446.551,172.949,118.888,174.229,0.562545,-1,-1,-1
30,-1,884.392,148.728,85.642,137.252,0.467864,-1,-1,-1
30,-1,525.906,144.095,30.713,64.147,0.464091,-1,-1,-1
